"Farm.Settings.RemoveDescription1","Removing the project will delete its repository and all related resources including issues, merge requests etc."
"Farm.Settings.RemoveDescription2","Removed projects cannot be restored!"
"Farm Title","Farm Title"
"Remove Farm","Remove Farm"
"Question.ChangeFarmOwner","Change farm owner?"
"ChangeOwnership","to change ownership to"
"Leave Farm","Leave Farm"
"Settings.LeaveFarm","After this you won't have access to this farm anymore"
"","Do you want to change farm owner?"
"RemoveFarmAccess","to remove farm access"
"Question.RemoveAccess","Do you want to remove your access?"
"Question.RemoveFarm","Do you want to remove farm?"
"Question.LeaveFarm","Do you want to leave farm?"
"Farm.Setting.FarmHashDescription1","Farm hash is used to connect worker to farm without precreating it on the web."
"Farm.Setting.FarmHashDescription2","Just set it in"
"Farm.Setting.FarmHashDescription3","before first run."
"More details","More details"
"Farm Hash","Farm Hash"
"Transfer farm","Transfer farm"
"Farm.Setting.TransferDescription","Transfer farm to another user. Enter login of existing user who will be new farm's owner."
"No wallets found so far.","No wallets found so far."
"FlightSheetForm.NamePlaceholder",""
"FSFormItem.DcriHelp","Decred/Siacoin/Lbry/Pascal intensity. Default value is 30. For PASC reasonable value is around 10, for SIA it's around 15. Higher values will cause dropdown on ETH mining."
"PoolConfigModal.Advanced",""
"PoolConfigModal.AdvancedHint",""
"PoolConfigModal.PoolUrls",""
"FS.ConfiguredInMiner",""
"AutoFan",""
"Token",""
"PageNotFound",""
"ConfirmPassword.Message",""
"Ethminer.OpenCLCudaHint",""
"AllRedTemps.Hint",""
"RedTemp.Hint",""
"AutoFans.NoAMD",""
"AutoFans.Info",""
"RadeonCardFrom.coreState.text3",""
"RadeonCardFrom.AggressiveUndervolting",""
"Settings.VPN",""
"VPN.HelpInfo",""
"Required filed",""
"Promocode",""
"GPU",""
"ASICS",""
"Account Login",""
"Password changed",""
"Settings.transferTargetText",""
"FarmTempHeader.GPUCriticalTemperature",""
"Account.AuthenticationTwoFactor1",""
"Account.AuthenticationTwoFactor2",""
"SelectAmd",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
